Coord_X,Coord_Y
54.16866003074847,20.787398878355546
49.88662770811891,-78.26056024926926
-41.36972665466765,-14.52040995724468
-30.914835740502483,26.56614568358097
-32.46582071280916,68.15342982832365
-57.664467433530774,9.172506553123753
64.91781296148682,-69.17751535474257
13.931600477025967,52.91632270268903
38.90455064046762,71.93413223736101
-44.966328482395745,28.900628147560838
-89.14188606637126,-21.52310793865402
51.29321282076302,-34.30618750763148
47.089526350490615,82.91885104257634
24.37945412668647,-92.30309107828892
-44.90685485902872,-25.07767830173269
36.05370224799509,-27.669295773909795
-64.90133714319333,99.03925004900032
83.92318895296461,99.18370265438128
-2.8841727945697357,48.65322312359618
-25.209992071707248,79.82330057675216
