Coord_X,Coord_Y
-32.027770413915135,56.04080049520357
85.22796065293309,-60.966401234358145
39.31839417372453,12.982213148022765
-50.297240859015346,-38.82341658568256
-10.11847390188349,63.49871428127622
-13.681439349034676,98.54572655397112
-29.43091401423952,76.26403596996292
-82.08302218557574,-17.15266773799138
-55.85457302479087,-20.39349833926684
89.58365943438793,46.176686590403335
17.132014726969217,-52.012375518146484
10.667413282439327,-4.451616517244062
-73.47080736457235,97.95109998844197
-42.54361289543762,-91.49530558510983
-8.079693666410009,41.086226174198316
38.80421875818624,68.34735199969813
74.2980932364224,0.4395726172842416
-26.160994403077424,63.40684977206135
-4.447968121279899,43.79557719141246
-93.16800348814137,93.40228652992496
