Coord_X,Coord_Y
14.973128224862805,68.94350990392164
-45.60303923017442,-15.025519938560578
-45.91624642592789,-58.55723237675081
56.90936527134423,-32.063865919428494
-48.76696443708832,-78.88922526825132
1.3293427533027824,81.7470732526674
41.50396698787745,74.02082062200773
-44.65708224019451,85.43544997629434
32.59900132275163,65.1110327498071
-22.8018979522095,89.99982206855293
51.470883604914036,59.98625502967667
-62.54183803240912,-33.476099291145516
-97.73781414303477,-89.2744117533719
78.82567459580432,-55.14914611878503
76.25348320030497,46.178164092085154
-4.365069844052556,0.8467042458404137
-69.44167027189414,-47.31427660476282
24.62933635097467,73.19156295548873
44.97097091577467,80.37548881555449
60.24633692749214,11.156929603555682
