Coord_X,Coord_Y
-88.26088178183798,78.14938185782208
92.96049349718456,88.80753467976865
6.216571051649808,-97.76769023893208
-63.009961176514075,-14.743017072509005
-33.253339352083984,53.592261284333546
-3.2910172833981335,50.3032782517698
88.20014305773338,81.69480749647298
-79.98787413036928,-74.23359548126965
-41.900696976230044,16.944839222803253
-43.03819758970353,41.22790157261656
27.874575130056527,-22.17671236755838
19.428685389705677,10.920078967345546
-41.571171001243854,55.20976841533886
-85.61786536651232,-24.680701706327795
24.854000625271226,-20.5537662234335
27.537794603976266,79.10570592483813
-40.72627185041624,13.413651993895371
90.95923568874966,61.83352359483578
58.202606762550744,30.36579232598217
-21.91307087128409,-20.520387811816775
