Coord_X,Coord_Y
-1.7259930153728362,12.037706364750548
28.982636808602138,4.072252817227422
3.380779176724573,-3.6876055269882357
-23.530219311212747,16.171488336132043
-49.21211712470943,-10.349110776630766
37.28600341458244,-26.520772173866774
-51.56777544167357,-81.68510395617612
-3.65764757152418,97.12546896116754
-12.70909265041415,-93.1117702896338
78.6087262067731,78.60407127886907
-4.852245321243004,55.403496618022245
-6.857779257474078,-85.80296809604528
-57.62515438785876,16.959633436487522
-71.81868522270942,-47.35876446886629
-71.28620964023568,54.788996472996786
-20.496210441842464,56.032303261736814
42.201543667754265,62.61704039387044
-46.07282827558148,33.17674797385493
5.513431870160446,37.89073737078533
-59.205514645238424,35.37351727845578
