Coord_X,Coord_Y
6.239739807293006,-95.62624484607805
57.78147393218214,38.69587333029921
-22.751021735600744,-42.8380007099709
87.01201401352068,-64.21714302848474
11.242529564838193,-7.041558230091226
-58.14596621397528,-77.34407324538273
95.4115684331409,-6.9294911344495205
-21.42550679405433,-29.74506641864096
-17.272012156426484,-22.918068122754477
57.59971701336076,0.6669784399515208
81.4573713702793,61.05020755661454
80.43103408967914,-23.845184304070656
-68.79436642266579,-16.926535148459564
95.94369579000954,-37.40923608112274
98.54871202349165,94.85264159034693
30.261549197514057,14.703518163467933
22.636267898152965,94.7659797135916
37.59396411110785,-65.38080621721977
-4.13342248613813,-2.005248672679926
-11.217580284978084,-63.50940057811001
